Name;Starter_Ideas;Ambition;Trigger;Idea1;Idea2;Idea3;Idea4;Idea5;Idea6;Idea7;Adjective;Country
OTM_ideas;<:global_tax_modifier:1005098696217739294> National tax modifier = 0.1 && <:production_efficiency:1005775011753234442> Production efficiency = 0.1;<:artillery_power:1005773277026848882> Artillery combat ability = 0.1;tag = Otomo;Unite the Clans = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;Lord of Bungo = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Loyal Retainers = <:discipline:1005098692254105711> Discipline = 0.05;Welcoming the Nanban Trade = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.15;Christian Converts = <:missionaries:1005774270720389220> Missionaries = 1 && <:papal_influence:1005774980123988038> Yearly papal influence = 1;Tensho Embassy = <:global_institution_spread:1005773668795813931> Institution spread = 0.1;Kunikuzushi = <:siege_ability:1005120793438593115> Siege ability = 0.1;Otomo;Otomo
OUC_ideas;<:global_unrest:1005773867131883530> National unrest = -1 && <:global_ship_cost:1005098694091223040> Ship cost = -0.1;<:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;tag = Ouchi;Descendant of Baekje = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Korean Trade = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.2;Protect Against Piracy = <:naval_morale:1005774954232549396> Morale of navies = 0.15;The Merchants of Hakata City = <:merchants:1005774255495053442> Merchants = 1;Mercantile Diplomacy = <:trade_steering:1005775370697572363> Trade Steering = 0.15;Welcome the Westerners = <:tolerance_heathen:1005101080507600986> Tolerance of Heathens = 1 && <:tolerance_heretic:1005120820315697223> Tolerance of Heretics = 1;Retainer Factions = <:advisor_cost:1005120766569893988> Advisor cost = -0.1;Ouchi;Ouchi
UTN_ideas;<:army_tradition_decay:1005773269384843344> Yearly <:army_tradition:1005773267652591657> Yearly Army Tradition Decay = -0.01 && <:build_cost:1005773315069198356> Construction Cost = -0.1;<:leader_land_fire:1005772047043006535> Land leader fire = 1;tag = Utsunomiya;Fujiwara Descendant = <:diplomats:1005773457105113150> Diplomat = 1;Legacy of Nasu no Yoichi = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Barrier of Shirakawa = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.15;Cadet Branches in Western Japan = <:navy_tradition_decay:1005774959932612609> Yearly Yearly navy tradition decay = -0.01;Unify the Shimotsuke Lands = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;Mediator of Kanto = <:ae_impact:1005120769891762206> Aggressive expansion impact = -0.1;Mount Nikko = <:tolerance_heretic:1005120820315697223> Tolerance of Heretics = 2;Utsunomiya;Utsunomiya
ASK_ideas;<:heir_chance:1005773886434058311> Chance of new heir = 0.5 && <:war_exhaustion:1005775395607552072> Monthly war exhaustion = -0.02;<:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;tag = Ashikaga;Head of the Genji = <:prestige_from_land:1005775004874571826> <:prestige:1005120779614163074> Yearly prestige from land battles = 1;Defenders of the Imperial Court = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Higashiyama Culture = <:prestige:1005120779614163074> Yearly prestige = 1;Tosen-bugyo = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.25;Bugyoshu and Hokoshu = <:advisor_cost:1005120766569893988> Advisor cost = -0.15;The bakufu Chokkatsuchi = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.15;Reform the Shogun - Shugo System = <:vassal_forcelimit_bonus:1005775392633790464> Vassal force limit contribution = 1 && <:vassal_income:1005775394147938406> Income from vassals = 0.25;Ashikaga;Ashikaga
TKI_ideas;<:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.2 && <:global_garrison_growth:1005773664261771294> National garrison growth = 0.2;<:global_regiment_cost:1005773686139260979> Regiment cost = -0.1;tag = Toki;Genji of Mino = <:movement_speed:1005774307571548191> Movement speed = 0.15;Ranjatai = <:prestige:1005120779614163074> Yearly prestige = 1;Banner of Bellflower = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;Strategic Castles = <:defensiveness:1005773436997615728> Fort Defence = 0.05 && <:garrison_size:1005773656581996555> Garrison size = 0.25;Peculation of Estates = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Innovation Over Tradition = <:idea_cost:1005773900464005170> Idea cost = -0.1;Flood Control = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Toki;Toki
STK_ideas;<:war_exhaustion:1005775395607552072> Monthly war exhaustion = -0.02 && <:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.25;<:artillery_power:1005773277026848882> Artillery combat ability = 0.1;tag = Satake;Hitachi Genji = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Dual Administration = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Suppression of Ikki = <:global_unrest:1005773867131883530> National unrest = -1;Kashima Jingu = <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;Eastern Coalitions = <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;Strong Central Rule = <:development_cost:1005773438989914184> Development cost = -0.1;Honorable Reputation = <:improve_relation_modifier:1005773914078720100> Improve relations = 0.3;Satake;Satake
AKT_ideas;<:trade_efficiency:1005098702572093592> Trade efficiency = 0.1 && transport_cost = -0.2;<:global_colonial_growth:1005773661422227508> Global settler increase = 15;tag = Ando;March of Akita = <:shock_damage_received:1005120791941230743> Shock damage received = -0.15;Ainu Trade = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.2;Clan Unification = <:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.2;Trade Expansion = <:merchants:1005774255495053442> Merchants = 1;Integration of Other Cultures = <:culture_conversion_cost:1005773431515656232> Culture conversion cost = -0.15;True Shogun of Oshu = <:discipline:1005098692254105711> Discipline = 0.05;Adoption System = <:heir_chance:1005773886434058311> Chance of new heir = 0.5;Ando;Ando
CBA_ideas;<:global_tax_modifier:1005098696217739294> National tax modifier = 0.1 && <:prestige:1005120779614163074> Yearly prestige = 1;<:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.15;tag = Chiba;Taira Lineage = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Dream of Masakado = <:land_morale:1005774027152965652> Morale of armies = 0.1;Coalition With Kamakura Kubo = <:fabricate_claims_cost:1005773631353278484> Cost to fabricate claims = -0.25;Sakura Kadan = <:improve_relation_modifier:1005773914078720100> Improve relations = 0.2;Katori Jingu = <:leader_land_shock:1005772049727369336> Land leader shock = 1;Irrigation of Southern Kanto = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Naval Reform = <:naval_morale:1005774954232549396> Morale of navies = 0.15;Chiba;Chiba
SMZ_ideas;<:army_tradition_decay:1005773269384843344> Yearly <:army_tradition:1005773267652591657> Yearly Army Tradition Decay = -0.01 && <:infantry_power:1005773918675669073> Infantry Combat Ability  = 0.1;<:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;tag = Shimazu;Satsuma Hayato = <:land_morale:1005774027152965652> Morale of armies = 0.1;Satsunan School = <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.15;Reunion of Three Provinces = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Tsurinobuse = <:discipline:1005098692254105711> Discipline = 0.05;Tanegashima = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Okinawa Trade = <:trade_steering:1005775370697572363> Trade Steering = 0.2;Early 'Westernization' = <:technology_cost:1005120815056044053> Technology cost = -0.05;Shimazu;Shimazu
ITO_ideas;<:spy_offence:1005120798643736636> Spy network construction = 0.2 && <:global_garrison_growth:1005773664261771294> National garrison growth = 0.25;<:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;tag = Ito;Gokenin Family = <:prestige:1005120779614163074> Yearly prestige = 1;Unify the Ito Domain = <:free_leader_pool:1005773647891419136> Leader without upkeep = 1;Land of God's Landing = <:ae_impact:1005120769891762206> Aggressive expansion impact = -0.1;Anti-Shugo Movement = <:province_warscore_cost:1005775184969605151> Province warscore cost = -0.05 && <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;Network of Forty-Eight Fortifications = <:defensiveness:1005773436997615728> Fort Defence = 0.2;Sympathy for New Faiths = <:tolerance_heathen:1005101080507600986> Tolerance of Heathens = 2;Development of Forestry = <:build_cost:1005773315069198356> Construction Cost = -0.1;Ito;Ito
ISK_ideas;<:garrison_size:1005773656581996555> Garrison size = 0.25 && <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;<:global_institution_spread:1005773668795813931> Institution spread = 0.1;tag = Isshiki;Shugo of Tango = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.1;Minister of Samurai-Dokoro = <:global_unrest:1005773867131883530> National unrest = -1;Bridge of Heaven = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Reclaim Old Territories = <:fabricate_claims_cost:1005773631353278484> Cost to fabricate claims = -0.25;Inadome Gunnery = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Upgrade the Road Network = <:movement_speed:1005774307571548191> Movement speed = 0.15;Expand our Ports = <:development_cost:1005773438989914184> Development cost = -0.1;Isshiki;Isshiki
TTI_ideas;<:defensiveness:1005773436997615728> Fort Defence = 0.2 && <:land_morale:1005774027152965652> Morale of armies = 0.1;<:global_missionary_strength:1005773673753485373> Missionary strength = 0.02;tag = Tsutsui;Warrior Monks = <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;Winner of Eikyo Civil War = <:war_exhaustion:1005775395607552072> Monthly war exhaustion = -0.02;Kasuga Shrine = <:prestige:1005120779614163074> Yearly prestige = 1;Mountain Warfare = <:hostile_attrition:1005773891261710396> Attrition for enemies = 1;The Southern Capital = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Wise Opportunists = <:ae_impact:1005120769891762206> Aggressive expansion impact = -0.1;Tradition and Innovation = <:idea_cost:1005773900464005170> Idea cost = -0.1;Tsutsui;Tsutsui
KKC_ideas;<:global_regiment_cost:1005773686139260979> Regiment cost = -0.1 && <:unjustified_demands:1005775382953328712> Unjustified demands = -0.25;<:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;tag = Kikuchi;Distinguished Family = <:global_unrest:1005773867131883530> National unrest = -1;Land of Fire = <:prestige:1005120779614163074> Yearly prestige = 1;Aso Shrine = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Fortify the Domain = <:land_morale:1005774027152965652> Morale of armies = 0.1;Religious Coexistence = <:tolerance_heretic:1005120820315697223> Tolerance of Heretics = 1 && <:tolerance_heathen:1005101080507600986> Tolerance of Heathens = 1;Three Chief Retainers = <:global_autonomy:1005773659518021773> Monthly autonomy change = -0.05;Central Stronghold = <:defensiveness:1005773436997615728> Fort Defence = 0.15;Kikuchi;Kikuchi
KNO_ideas;<:global_own_trade_power:1005773680036556850> Domestic trade power = 0.1 && <:navy_tradition:1005774958540107819> Yearly navy tradition = 1;<:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;tag = Kono;Shugo of Iyo = <:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.25 && <:sailor_maintenance_modifer:1005120782411767882> Sailor maintenance = -0.05;Integration of Cadet Branches = <:galley_cost:1005773652287037531> Galley cost = -0.2;Oyamazumi Shrine = <:naval_morale:1005774954232549396> Morale of navies = 0.2;Yuzuki Castle = <:global_autonomy:1005773659518021773> Monthly autonomy change = -0.05;Rule Over the Inland Sea = <:galley_power:1005773653985726475> Galley combat ability = 0.15;Trade With Continental Asia = <:trade_range_modifier:1005775272961904760> Trade <:range:1005775205530091561> Colonial range = 0.2;Murakami Suigun = <:capture_ship_chance:1005773400943366144> Chance to capture enemy ships = 0.1 && <:privateer_efficiency:1005775010058735687> Privateer efficiency = 0.2;Kono;Kono
RFR_ideas;<:build_cost:1005773315069198356> Construction Cost = -0.1 && <:discipline:1005098692254105711> Discipline = 0.05;<:production_efficiency:1005775011753234442> Production efficiency = 0.1;tag = Nanbu;Genji in the North = <:land_morale:1005774027152965652> Morale of armies = 0.1;Owner of the 'Nine Gates' = <:cavalry_cost:1005773403501903894> Cavalry cost = -0.1;Connection With Kyoto = <:diplomats:1005773457105113150> Diplomat = 1;Downfall of Rebellious Vassals = <:global_unrest:1005773867131883530> National unrest = -1;Centralization Reform = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Chosonji Temple = <:shock_damage:1005120789978296391> Shock damage = 0.1;Defeating the Famines = <:development_cost:1005773438989914184> Development cost = -0.1;Nanbuan;Nanbu
TKD_ideas;<:cavalry_power:1005098688223383734> Cavalry combat ability = 0.1 && <:cavalry_cost:1005773403501903894> Cavalry cost = -0.1;<:global_institution_spread:1005773668795813931> Institution spread = 0.1;tag = Takeda;Leader of Kai Genji = <:land_morale:1005774027152965652> Morale of armies = 0.1;Shugo of River Dams = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Information Network = <:spy_offence:1005120798643736636> Spy network construction = 0.1 && <:global_spy_defence:1005773849121525821> Foreign spy detection = 0.1;Kurokawa Gold Mine = <:improve_relation_modifier:1005773914078720100> Improve relations = 0.3;Koshu Hatto = <:idea_cost:1005773900464005170> Idea cost = -0.1;Twenty-Four Generals = <:free_leader_pool:1005773647891419136> Leader without upkeep = 1;Koyo Gunkan = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Takeda;Takeda
SBA_ideas;<:build_cost:1005773315069198356> Construction Cost = -0.1 && <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;<:production_efficiency:1005775011753234442> Production efficiency = 0.1;tag = Shiba;Tradition of Military Service = <:prestige_from_land:1005775004874571826> <:prestige:1005120779614163074> Yearly prestige from land battles = 0.50;Shugo of Three Provinces = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Consolidation of the Kanrei Position = <:diplomats:1005773457105113150> Diplomat = 1;Atsuta Shrine = <:land_morale:1005774027152965652> Morale of armies = 0.1;Oshu Ties = <:cavalry_cost:1005773403501903894> Cavalry cost = -0.1;Rein in the Shiba Retainers = <:advisor_pool:1005120768029499473> Possible Advisors = 1;Mogami Family = <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;Shiba;Shiba
BLO_ideas;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1 && <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;<:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;tag = Beloozero;Martial Heritage = <:cavalry_cost:1005773403501903894> Cavalry cost = -0.1;Monastic Traditions = <:prestige:1005120779614163074> Yearly prestige = 1;Strengthen Local Lineages = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Northern Trade = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.25;Officers of Beloozero = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Boreal Warfare = <:hostile_attrition:1005773891261710396> Attrition for enemies = 1;Scientific Patronage = <:technology_cost:1005120815056044053> Technology cost = -0.05;Beloozeroan;Beloozero
